line_no,line,sentiment,label,score
193,"bundle, rather suddenly; “whom have I the honour to be talking to?”",0,NEGATIVE,0.9816058
194,"“Prince Lef Nicolaievitch Muishkin,” replied the latter, with perfect",1,POSITIVE,0.9998355
195,readiness.,1,POSITIVE,0.99926066
196,“Prince Muishkin?,0,NEGATIVE,0.94964373
197,Lef Nicolaievitch?,0,NEGATIVE,0.9938106
198,H’m!,1,POSITIVE,0.99722457
199,"I don’t know, I’m sure!",1,POSITIVE,0.84188443
200,I may,1,POSITIVE,0.9980575
201,"say I have never heard of such a person,” said the clerk, thoughtfully.",1,POSITIVE,0.99760693
202,"“At least, the name, I admit, is historical.",1,POSITIVE,0.9671415
203,Karamsin must mention the,1,POSITIVE,0.974941
204,"family name, of course, in his history—but as an individual—one never",0,NEGATIVE,0.9453608
205,hears of any Prince Muishkin nowadays.,0,NEGATIVE,0.8264
206,”,1,POSITIVE,0.9255136
207,"“Of course not,” replied the prince; “there are none, except myself.",0,NEGATIVE,0.96880007
208,I,1,POSITIVE,0.9797318
209,believe I am the last and only one.,1,POSITIVE,0.98831785
210,"As to my forefathers, they have",1,POSITIVE,0.9849485
211,always been a poor lot; my own father was a sublieutenant in the army.,0,NEGATIVE,0.99737954
212,"I don’t know how Mrs. Epanchin comes into the Muishkin family, but she",1,POSITIVE,0.8921414
213,"is descended from the Princess Muishkin, and she, too, is the last of",1,POSITIVE,0.98638916
214,her line.,1,POSITIVE,0.9936158
215,”,1,POSITIVE,0.9255136
216,"“And did you learn science and all that, with your professor over",0,NEGATIVE,0.86329126
217,there?,0,NEGATIVE,0.96494913
218,” asked the black-haired passenger.,1,POSITIVE,0.8863833
219,"“Oh yes—I did learn a little, but—”",0,NEGATIVE,0.910021
220,"“I’ve never learned anything whatever,” said the other.",0,NEGATIVE,0.9405711
221,"“Oh, but I learned very little, you know!” added the prince, as though",1,POSITIVE,0.9915591
222,excusing himself.,0,NEGATIVE,0.99925953
223,“They could not teach me very much on account of my,0,NEGATIVE,0.99965465
224,illness.,0,NEGATIVE,0.99973017
225,”,1,POSITIVE,0.9255136
226,"“Do you know the Rogojins?” asked his questioner, abruptly.",0,NEGATIVE,0.9976327
227,"“No, I don’t—not at all!",0,NEGATIVE,0.9941845
228,I hardly know anyone in Russia.,0,NEGATIVE,0.9945754
229,"Why, is that",0,NEGATIVE,0.9939539
230,your name?,0,NEGATIVE,0.9761003
231,”,1,POSITIVE,0.9255136
232,"“Yes, I am Rogojin, Parfen Rogojin.”",1,POSITIVE,0.96925265
233,“Parfen Rogojin?,0,NEGATIVE,0.9886747
234,"dear me—then don’t you belong to those very Rogojins,",0,NEGATIVE,0.9874497
235,"perhaps—” began the clerk, with a very perceptible increase of civility",1,POSITIVE,0.9987189
236,in his tone.,1,POSITIVE,0.9933302
237,"“Yes—those very ones,” interrupted Rogojin, impatiently, and with scant",0,NEGATIVE,0.99707174
238,courtesy.,1,POSITIVE,0.9995703
239,I may remark that he had not once taken any notice of the,0,NEGATIVE,0.9988696
240,"blotchy-faced passenger, and had hitherto addressed all his remarks",0,NEGATIVE,0.98512834
241,direct to the prince.,1,POSITIVE,0.99940926
242,"“Dear me—is it possible?” observed the clerk, while his face assumed an",0,NEGATIVE,0.97707534
243,expression of great deference and servility—if not of absolute alarm:,1,POSITIVE,0.99764365
244,"“what, a son of that very Semen Rogojin—hereditary honourable",1,POSITIVE,0.99484736
245,citizen—who died a month or so ago and left two million and a half of,0,NEGATIVE,0.98393005
246,roubles?,0,NEGATIVE,0.99774027
247,”,1,POSITIVE,0.9255136
248,“And how do _you_ know that he left two million and a half of roubles?”,0,NEGATIVE,0.99963814
249,"asked Rogojin, disdainfully, and not deigning so much as to look at the",0,NEGATIVE,0.96928525
250,other.,1,POSITIVE,0.76188827
251,"“However, it’s true enough that my father died a month ago, and",1,POSITIVE,0.9983852
252,"that here am I returning from Pskoff, a month after, with hardly a boot",0,NEGATIVE,0.9954265
253,to my foot.,1,POSITIVE,0.9646991
254,They’ve treated me like a dog!,0,NEGATIVE,0.963055
255,I’ve been ill of fever at,0,NEGATIVE,0.9984177
256,"Pskoff the whole time, and not a line, nor farthing of money, have I",0,NEGATIVE,0.9990909
257,received from my mother or my confounded brother!,1,POSITIVE,0.7361131
258,”,1,POSITIVE,0.9255136
259,"“And now you’ll have a million roubles, at least—goodness gracious me!”",1,POSITIVE,0.99935335
260,"exclaimed the clerk, rubbing his hands.",0,NEGATIVE,0.9527348
261,"“Five weeks since, I was just like yourself,” continued Rogojin,",1,POSITIVE,0.99775016
262,"addressing the prince, “with nothing but a bundle and the clothes I",1,POSITIVE,0.96735203
263,wore.,1,POSITIVE,0.9824722
264,"I ran away from my father and came to Pskoff to my aunt’s house,",1,POSITIVE,0.9608017
265,"where I caved in at once with fever, and he went and died while I was",0,NEGATIVE,0.9980681
266,away.,0,NEGATIVE,0.99889594
267,All honour to my respected father’s memory—but he uncommonly,1,POSITIVE,0.9995471
268,"nearly killed me, all the same.",0,NEGATIVE,0.9978651
269,"Give you my word, prince, if I hadn’t",1,POSITIVE,0.98554844
270,"cut and run then, when I did, he’d have murdered me like a dog.",0,NEGATIVE,0.9979636
271,”,1,POSITIVE,0.9255136
272,"“I suppose you angered him somehow?” asked the prince, looking at the",0,NEGATIVE,0.97642314
273,millionaire with considerable curiosity.,1,POSITIVE,0.9988063
274,But though there may have been,0,NEGATIVE,0.9746474
275,something remarkable in the fact that this man was heir to millions of,1,POSITIVE,0.9998797
276,roubles there was something about him which surprised and interested,1,POSITIVE,0.9996482
277,the prince more than that.,1,POSITIVE,0.998761
278,"Rogojin, too, seemed to have taken up the",1,POSITIVE,0.7652859
279,conversation with unusual alacrity it appeared that he was still in a,0,NEGATIVE,0.9923122
280,"considerable state of excitement, if not absolutely feverish, and was",1,POSITIVE,0.9987222
281,"in real need of someone to talk to for the mere sake of talking, as",0,NEGATIVE,0.99902433
282,safety-valve to his agitation.,0,NEGATIVE,0.7664173
283,"As for his red-nosed neighbour, the latter—since the information as to",0,NEGATIVE,0.9693303
284,"the identity of Rogojin—hung over him, seemed to be living on the honey",0,NEGATIVE,0.94861364
285,"of his words and in the breath of his nostrils, catching at every",1,POSITIVE,0.99950963
286,syllable as though it were a pearl of great price.,1,POSITIVE,0.97807705
287,"“Oh, yes; I angered him—I certainly did anger him,” replied Rogojin.",0,NEGATIVE,0.9924251
288,“But what puts me out so is my brother.,0,NEGATIVE,0.57257676
289,Of course my mother couldn’t do,0,NEGATIVE,0.9765182
290,anything—she’s too old—and whatever brother Senka says is law for her!,0,NEGATIVE,0.9986393
291,But why couldn’t he let me know?,0,NEGATIVE,0.9974281
292,"He sent a telegram, they say.",0,NEGATIVE,0.9720542
293,What’s,1,POSITIVE,0.99843484
294,the good of a telegram?,1,POSITIVE,0.9991127
295,It frightened my aunt so that she sent it back,0,NEGATIVE,0.99802387
296,"to the office unopened, and there it’s been ever since!",0,NEGATIVE,0.98291516
297,It’s only,0,NEGATIVE,0.97819644
298,thanks to Konief that I heard at all; he wrote me all about it.,1,POSITIVE,0.99929994
299,He says,1,POSITIVE,0.97624505
300,"my brother cut off the gold tassels from my father’s coffin, at night",0,NEGATIVE,0.98658043
301,‘because they’re worth a lot of money!,1,POSITIVE,0.9993704
302,’ says he.,1,POSITIVE,0.9960371
303,"Why, I can get him",0,NEGATIVE,0.93598974
304,"sent off to Siberia for that alone, if I like; it’s sacrilege.",0,NEGATIVE,0.9985781
305,"Here,",1,POSITIVE,0.99014336
306,you—scarecrow!,1,POSITIVE,0.9989229
307,"” he added, addressing the clerk at his side, “is it",1,POSITIVE,0.91948915
308,"sacrilege or not, by law?",0,NEGATIVE,0.9945602
309,”,1,POSITIVE,0.9255136
310,"“Sacrilege, certainly—certainly sacrilege,” said the latter.",0,NEGATIVE,0.98769814
311,"“And it’s Siberia for sacrilege, isn’t it?”",0,NEGATIVE,0.99142504
312,"“Undoubtedly so; Siberia, of course!”",1,POSITIVE,0.98221767
313,"“They will think that I’m still ill,” continued Rogojin to the prince,",0,NEGATIVE,0.79357916
314,"“but I sloped off quietly, seedy as I was, took the train and came",1,POSITIVE,0.93889964
315,away.,0,NEGATIVE,0.99889594
316,"Aha, brother Senka, you’ll have to open your gates and let me in,",1,POSITIVE,0.9954083
317,my boy!,1,POSITIVE,0.99939245
318,I know he told tales about me to my father—I know that well,1,POSITIVE,0.9990633
319,enough but I certainly did rile my father about Nastasia Philipovna,1,POSITIVE,0.9951262
320,"that’s very sure, and that was my own doing.",1,POSITIVE,0.9993744
321,”,1,POSITIVE,0.9255136
322,"“Nastasia Philipovna?” said the clerk, as though trying to think out",0,NEGATIVE,0.99791545
323,something.,1,POSITIVE,0.9987745
324,"“Come, you know nothing about _her_,” said Rogojin, impatiently.",0,NEGATIVE,0.998279
325,"“And supposing I do know something?” observed the other, triumphantly.",1,POSITIVE,0.9991187
326,“Bosh! there are plenty of Nastasia Philipovnas.,1,POSITIVE,0.98140794
327,And what an,1,POSITIVE,0.99220544
328,impertinent beast you are!,0,NEGATIVE,0.97526413
329,” he added angrily.,0,NEGATIVE,0.9975661
330,“I thought some creature,0,NEGATIVE,0.53689045
331,like you would hang on to me as soon as I got hold of my money.,1,POSITIVE,0.9974308
332,”,1,POSITIVE,0.9255136
333,"“Oh, but I do know, as it happens,” said the clerk in an aggravating",0,NEGATIVE,0.9754125
334,manner.,1,POSITIVE,0.9969021
335,“Lebedeff knows all about her.,1,POSITIVE,0.9992996
336,"You are pleased to reproach me,",1,POSITIVE,0.9987422
337,"your excellency, but what if I prove that I am right after all?",1,POSITIVE,0.9297748
338,"Nastasia Philipovna’s family name is Barashkoff—I know, you see—and she",1,POSITIVE,0.98841494
339,"is a very well known lady, indeed, and comes of a good family, too.",1,POSITIVE,0.999826
340,She,1,POSITIVE,0.97899735
341,"is connected with one Totski, Afanasy Ivanovitch, a man of considerable",1,POSITIVE,0.9989439
342,"property, a director of companies, and so on, and a great friend of",1,POSITIVE,0.9997662
343,"General Epanchin, who is interested in the same matters as he is.",1,POSITIVE,0.9464669
344,”,1,POSITIVE,0.9255136
345,"“My eyes!” said Rogojin, really surprised at last.",1,POSITIVE,0.999601
346,“The devil take the,0,NEGATIVE,0.9364036
347,"fellow, how does he know that?",0,NEGATIVE,0.9951284
348,”,1,POSITIVE,0.9255136
349,"“Why, he knows everything—Lebedeff knows everything!",1,POSITIVE,0.9987365
350,I was a month or,0,NEGATIVE,0.95606405
351,"two with Lihachof after his father died, your excellency, and while he",1,POSITIVE,0.9957972
352,"was knocking about—he’s in the debtor’s prison now—I was with him, and",0,NEGATIVE,0.9897371
353,he couldn’t do a thing without Lebedeff; and I got to know Nastasia,1,POSITIVE,0.99650455
354,Philipovna and several people at that time.,1,POSITIVE,0.9945129
355,”,1,POSITIVE,0.9255136
356,“Nastasia Philipovna?,0,NEGATIVE,0.9817778
357,"Why, you don’t mean to say that she and",0,NEGATIVE,0.9092523
358,"Lihachof—” cried Rogojin, turning quite pale.",0,NEGATIVE,0.9996193
359,"“No, no, no, no, no! Nothing of the sort, I assure you!” said Lebedeff,",0,NEGATIVE,0.99566615
360,hastily.,0,NEGATIVE,0.99978167
361,"“Oh dear no, not for the world!",0,NEGATIVE,0.9867373
362,Totski’s the only man with any,0,NEGATIVE,0.61883855
363,chance there.,1,POSITIVE,0.9996596
364,"Oh, no!",0,NEGATIVE,0.993209
365,He takes her to his box at the opera at the,1,POSITIVE,0.9818058
366,"French theatre of an evening, and the officers and people all look at",1,POSITIVE,0.9992334
367,"her and say, ‘By Jove, there’s the famous Nastasia Philipovna!’ but no",0,NEGATIVE,0.96389365
368,"one ever gets any further than that, for there is nothing more to say.",0,NEGATIVE,0.9792456
369,”,1,POSITIVE,0.9255136
370,"“Yes, it’s quite true,” said Rogojin, frowning gloomily; “so Zaleshoff",1,POSITIVE,0.9960192
371,"told me. I was walking about the Nefsky one fine day, prince, in my",1,POSITIVE,0.99214923
372,"father’s old coat, when she suddenly came out of a shop and stepped",1,POSITIVE,0.8889724
373,into her carriage.,1,POSITIVE,0.98584974
374,I swear I was all of a blaze at once.,1,POSITIVE,0.90177786
375,Then I met,1,POSITIVE,0.9984864
376,"Zaleshoff—looking like a hair-dresser’s assistant, got up as fine as I",1,POSITIVE,0.99966174
377,"don’t know who, while I looked like a tinker.",0,NEGATIVE,0.99877894
378,"‘Don’t flatter yourself,",0,NEGATIVE,0.85127264
379,"my boy,’ said he; ‘she’s not for such as you; she’s a princess, she is,",1,POSITIVE,0.9892852
380,"and her name is Nastasia Philipovna Barashkoff, and she lives with",1,POSITIVE,0.99163365
381,"Totski, who wishes to get rid of her because he’s growing rather",0,NEGATIVE,0.99323994
382,"old—fifty-five or so—and wants to marry a certain beauty, the loveliest",1,POSITIVE,0.99872965
383,woman in all Petersburg.,1,POSITIVE,0.99786496
384,’ And then he told me that I could see Nastasia,1,POSITIVE,0.63103
385,"Philipovna at the opera-house that evening, if I liked, and described",1,POSITIVE,0.9940594
386,which was her box.,1,POSITIVE,0.9833705
387,"Well, I’d like to see my father allowing any of us",1,POSITIVE,0.9989012
388,"to go to the theatre; he’d sooner have killed us, any day.",0,NEGATIVE,0.9937715
389,"However, I",0,NEGATIVE,0.9163042
390,"went for an hour or so and saw Nastasia Philipovna, and I never slept a",1,POSITIVE,0.9753773
391,wink all night after.,1,POSITIVE,0.99593925
392,Next morning my father happened to give me two,0,NEGATIVE,0.9738379
393,"government loan bonds to sell, worth nearly five thousand roubles each.",0,NEGATIVE,0.9715906
394,"‘Sell them,’ said he, ‘and then take seven thousand five hundred",0,NEGATIVE,0.9447489
395,"roubles to the office, give them to the cashier, and bring me back the",1,POSITIVE,0.99584293
396,"rest of the ten thousand, without looking in anywhere on the way; look",0,NEGATIVE,0.9261072
397,"sharp, I shall be waiting for you.",1,POSITIVE,0.99937046
398,"’ Well, I sold the bonds, but I",0,NEGATIVE,0.9882865
399,didn’t take the seven thousand roubles to the office; I went straight,0,NEGATIVE,0.9562644
400,"to the English shop and chose a pair of earrings, with a diamond the",1,POSITIVE,0.96865994
401,size of a nut in each.,0,NEGATIVE,0.8783073
402,"They cost four hundred roubles more than I had,",0,NEGATIVE,0.9949042
403,"so I gave my name, and they trusted me.",1,POSITIVE,0.9987772
404,With the earrings I went at,1,POSITIVE,0.99091357
405,once to Zaleshoff’s.,1,POSITIVE,0.91758657
406,"‘Come on!’ I said, ‘come on to Nastasia",1,POSITIVE,0.9488348
407,"Philipovna’s,’ and off we went without more ado.",0,NEGATIVE,0.99890924
408,I tell you I hadn’t a,0,NEGATIVE,0.99917996
409,notion of what was about me or before me or below my feet all the way;,0,NEGATIVE,0.729137
410,I saw nothing whatever.,0,NEGATIVE,0.9985673
411,"We went straight into her drawing-room, and",0,NEGATIVE,0.99112827
412,then she came out to us.,1,POSITIVE,0.99858093
413,"“I didn’t say right out who I was, but Zaleshoff said: ‘From Parfen",0,NEGATIVE,0.9677183
